"Dia","Mes","Ano","Caudal_Diario","date","chirps","chirts","viento","humedad","lon.x","lat.x","lon.y","lat.y","caudal_lag_1m","caudal_lag_2m","caudal_lag_3m","caudal_lag_4m","caudal_lag_5m","caudal_lag_6m","temp_lag_2m","temp_lag_3m","temp_lag_4m","temp_lag_5m","temp_lag_6m","prep_lag_1m","prep_lag_2m","prep_lag_3m","prep_lag_4m","prep_lag_5m","prep_lag_6m","NINO3.4"
3,5,1983,1.58,1983-05-03,0,26.0861530303955,-2.5,0.01970002,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.83,3.55,4.14,4.14,NA,NA,26.4309902191162,24.9757499694824,26.0842256546021,26.1406946182251,26.7514820098877,0,0,0,0,0,10.7698945999146,28.84
4,5,1983,1.58,1983-05-04,0,26.5154218673706,0.5,0.01940003,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.66,3.27,3.94,4.34,NA,NA,25.5172958374023,26.4309902191162,24.9757499694824,26.0842256546021,26.1406946182251,0,0,0,0,0,0,28.84
5,5,1983,1.78,1983-05-05,9.80462265014648,26.246374130249,1.800003,0.019900024,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.57,3,3.94,4.76,NA,NA,26.0861530303955,25.5172958374023,26.4309902191162,24.9757499694824,26.0842256546021,0,0,0,0,0,0,28.84
6,5,1983,2.17,1983-05-06,10.6022052764893,26.4283809661865,-4.300003,0.01970002,-84.3401607513215,10.1932754810708,-84.5999339167427,10.0110108890949,2.57,3,3.66,4.97,NA,NA,26.5154218673706,26.0861530303955,25.5172958374023,26.4309902191162,24.9757499694824,9.80462265014648,0,0,0,0,0,28.84
7,5,1983,2.49,1983-05-07,3.2313449382782,23.953649520874,-4.199997,0.019300014,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,3.09,3.7,4.97,NA,NA,26.246374130249,26.5154218673706,26.0861530303955,25.5172958374023,26.4309902191162,10.6022052764893,9.80462265014648,0,0,0,0,28.84
8,5,1983,2.17,1983-05-08,6.35095548629761,25.96568775177,-4.5,0.019800007,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.64,3,3.74,4.97,NA,NA,26.4283809661865,26.246374130249,26.5154218673706,26.0861530303955,25.5172958374023,3.2313449382782,10.6022052764893,9.80462265014648,0,0,0,28.84
9,5,1983,2.01,1983-05-09,28.9572830200195,27.8599538803101,-4.699997,0.019000024,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.6,2.83,3.55,4.97,NA,NA,23.953649520874,26.4283809661865,26.246374130249,26.5154218673706,26.0861530303955,6.35095548629761,3.2313449382782,10.6022052764893,9.80462265014648,0,0,28.84
10,5,1983,2.25,1983-05-10,8.08282089233398,26.757435798645,-5.699997,0.01940003,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.49,2.74,3.55,5.08,NA,NA,25.96568775177,23.953649520874,26.4283809661865,26.246374130249,26.5154218673706,28.9572830200195,6.35095548629761,3.2313449382782,10.6022052764893,9.80462265014648,0,28.84
11,5,1983,2.49,1983-05-11,20.4557962417603,25.4220924377441,-3.399994,0.019200027,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.44,2.71,3.55,5.08,NA,NA,27.8599538803101,25.96568775177,23.953649520874,26.4283809661865,26.246374130249,8.08282089233398,28.9572830200195,6.35095548629761,3.2313449382782,10.6022052764893,9.80462265014648,28.84
12,5,1983,2.49,1983-05-12,0,27.5737915039062,-3.699997,0.01970002,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.33,2.97,3.55,4.76,NA,NA,26.757435798645,27.8599538803101,25.96568775177,23.953649520874,26.4283809661865,20.4557962417603,8.08282089233398,28.9572830200195,6.35095548629761,3.2313449382782,10.6022052764893,28.84
13,5,1983,2.33,1983-05-13,0,29.7081785202026,-6.399994,0.020100027,-84.3401607513215,10.1932754810708,-84.3401607513215,10.1932754810708,2.33,3,3.46,4.83,NA,NA,25.4220924377441,26.757435798645,27.8599538803101,25.96568775177,23.953649520874,0,20.4557962417603,8.08282089233398,28.9572830200195,6.35095548629761,3.2313449382782,28.84
